write_operation;dataset_size;versioning_mode;query_type;procedure_to_evaluate;Increment;memory_in_MB;Memory_in_MB_instances;time_in_seconds;cnt_triples_dataset;cnt_triples_db
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;1;11.660805702209473;0.027402877807617188;0.3212554929923499;6899;244824
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;2;23.801414489746094;0.027402877807617188;0.5418650570063619;14317;267078
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;3;36.1500358581543;0.027402877807617188;0.7552657529886346;21735;289332
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;4;48.52584266662598;0.027402877807617188;0.9972964129992761;29153;311586
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;5;60.87611961364746;0.027402877807617188;1.1846895890048472;36571;333840
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;6;73.2067813873291;0.027402877807617188;1.4148563580092741;43989;356094
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;7;85.50780296325684;0.027402877807617188;1.6903513679862954;51407;378348
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;8;97.79279899597168;0.027402877807617188;1.8929507069988176;58825;400602
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;9;110.0460205078125;0.027402877807617188;2.116633029989316;66243;422856
timestamped_insert;small;q_perf;simple_query;retrieve_live_data;10;122.3213939666748;0.027402877807617188;2.3686124270025175;73661;445110
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;1;11.482762336730957;0.020606040954589844;0.30893856899638195;6899;244824
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;2;11.597015380859375;0.020606040954589844;0.3606199370115064;6899;267078
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;3;11.474372863769531;0.020606040954589844;0.38151576300151646;6899;289332
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;4;11.595451354980469;0.020606040954589844;0.4439568639936624;6899;311586
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;5;11.570793151855469;0.020606040954589844;0.5084161800041329;6899;333840
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;6;11.673794746398926;0.020606040954589844;0.5330707230023108;6899;356094
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;7;11.57000732421875;0.020606040954589844;0.5901847259956412;6899;378348
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;8;11.477035522460938;0.020606040954589844;0.6636385159945348;6899;400602
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;9;11.704813003540039;0.020606040954589844;0.684462342003826;6899;422856
timestamped_insert;small;q_perf;simple_query;retrieve_history_data;10;11.570358276367188;0.020606040954589844;0.7289633349864744;6899;445110
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;1;141.4123067855835;0.020606040954589844;5.956784876994789;43470;244824
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;2;165.89215850830078;0.020606040954589844;6.4847325070004445;50888;267078
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;3;190.326566696167;0.020606040954589844;7.297618631011574;58306;289332
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;4;214.80132961273193;0.020606040954589844;8.398437342999387;65724;311586
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;5;239.22387886047363;0.020606040954589844;9.418102928990265;73142;333840
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;6;263.56314182281494;0.020606040954589844;10.485113073998946;80560;356094
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;7;287.9846124649048;0.020606040954589844;11.802564444005839;87978;378348
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;8;312.42383766174316;0.020606040954589844;12.579064031990129;95396;400602
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;9;336.7488260269165;0.020606040954589844;13.628702236004756;102814;422856
timestamped_insert;small;q_perf;complex_query;retrieve_live_data;10;361.1750440597534;0.020606040954589844;14.91836177399091;110232;445110
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;1;141.4139165878296;0.02115917205810547;5.015884677995928;43470;244824
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;2;141.40713214874268;0.02115917205810547;5.099580374007928;43470;267078
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;3;141.41208744049072;0.02115917205810547;5.132473284000298;43470;289332
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;4;141.4097375869751;0.02115917205810547;5.245473061004304;43470;311586
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;5;141.41006565093994;0.02115917205810547;5.292194597001071;43470;333840
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;6;141.41378116607666;0.02115917205810547;5.436141329002567;43470;356094
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;7;141.40950107574463;0.02115917205810547;5.564362622011686;43470;378348
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;8;141.40406131744385;0.02115917205810547;5.515581123006996;43470;400602
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;9;141.41355228424072;0.02115917205810547;5.6541141670022625;43470;422856
timestamped_insert;small;q_perf;complex_query;retrieve_history_data;10;141.40620517730713;0.02115917205810547;5.810796096993727;43470;445110
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;1;11.578301429748535;0.7819061279296875;0.7367375390022062;6899;163216
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;2;23.807819366455078;0.7819061279296875;0.9107742129999679;14317;185470
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;3;36.148759841918945;0.7819061279296875;0.9466225699870847;21735;207724
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;4;48.51937484741211;0.7819061279296875;1.1705411149887368;29153;229978
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;5;60.872764587402344;0.7819061279296875;1.4330645190057112;36571;252232
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;6;73.20047760009766;0.7819061279296875;1.6993775089940755;43989;274486
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;7;85.510986328125;0.7819061279296875;1.946153000011691;51407;296740
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;8;97.80024719238281;0.7819061279296875;2.2122847999999067;58825;318994
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;9;110.04031753540039;0.7819061279296875;2.507284505001735;66243;341248
timestamped_insert;small;mem_sav;simple_query;retrieve_live_data;10;122.32919311523438;0.7819061279296875;2.818746564007597;73661;363502
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;1;11.673212051391602;0.020606040954589844;0.3092112089943839;6899;163216
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;2;11.472267150878906;0.020606040954589844;0.4058770809933776;6899;185470
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;3;11.68889045715332;0.020606040954589844;0.4713870199921075;6899;207724
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;4;11.70982837677002;0.020606040954589844;0.5945392020075815;6899;229978
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;5;11.598724365234375;0.020606040954589844;0.6761865260050399;6899;252232
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;6;11.608681678771973;0.020606040954589844;0.7676709730003495;6899;274486
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;7;11.473899841308594;0.020606040954589844;0.8772755240061088;6899;296740
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;8;11.59766674041748;0.020606040954589844;0.9499874789908063;6899;318994
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;9;11.693205833435059;0.020606040954589844;1.060566864995053;6899;341248
timestamped_insert;small;mem_sav;simple_query;retrieve_history_data;10;11.473190307617188;0.020606040954589844;1.1802105340029811;6899;363502
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;1;141.41320323944092;0.020606040954589844;6.266249719003099;43470;163216
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;2;165.89625358581543;0.020606040954589844;7.5926209859899245;50888;185470
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;3;190.32337093353271;0.020606040954589844;8.746937552001327;58306;207724
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;4;214.797269821167;0.020606040954589844;10.144069850997766;65724;229978
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;5;239.21944618225098;0.020606040954589844;11.390661159006413;73142;252232
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;6;263.56765270233154;0.020606040954589844;12.786046991997864;80560;274486
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;7;287.986873626709;0.020606040954589844;13.922892634000164;87978;296740
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;8;312.4220314025879;0.020606040954589844;15.296175297989976;95396;318994
timestamped_insert;small;mem_sav;complex_query;retrieve_live_data;9;336.74292755126953;0.020606040954589844;16.54533740101033;102814;341248
