write_operation;dataset_size;versioning_mode;query_type;procedure_to_evaluate;Increment;memory_in_MB;Memory_in_MB_instances;time_in_seconds;cnt_triples_dataset;cnt_triples_db
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;1;227.9818296432495;0.10141944885253906;10.688991624003393;137241;4528971
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;2;451.3594284057617;0.10141944885253906;12.161906356996042;274482;4940694
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;3;676.8602333068848;0.10141944885253906;17.087704006000422;411723;5352417
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;4;902.7574453353882;0.10141944885253906;22.71595672800322;548964;5764140
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;5;1128.514627456665;0.10141944885253906;28.49756205000449;686205;6175863
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;6;1353.772897720337;0.10141944885253906;32.3510791430017;823446;6587586
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;7;1579.1258916854858;0.10141944885253906;40.67475145099161;960687;6999309
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;8;1805.6177082061768;0.10141944885253906;44.88855588299339;1097928;7411032
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;9;2031.3152103424072;0.10141944885253906;52.554353476007236;1235169;7822755
timestamped_insert;big;q_perf;simple_query;retrieve_live_data;10;2255.852680206299;0.10141944885253906;52.598733922990505;1372410;8234478
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;1;225.66937923431396;0.9687681198120117;7.93581046500185;137241;4528971
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;2;225.68607330322266;0.9687681198120117;8.253677558997879;137241;4940694
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;3;225.6827392578125;0.9687681198120117;9.656592485000147;137241;5352417
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;4;225.68175506591797;0.9687681198120117;10.737276226005633;137241;5764140
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;5;225.67321014404297;0.9687681198120117;11.765616710006725;137241;6175863
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;6;225.67601776123047;0.9687681198120117;12.961085257004015;137241;6587586
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;7;225.67705535888672;0.9687681198120117;14.139676079008495;137241;6999309
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;8;225.67321014404297;0.9687681198120117;15.136312456001178;137241;7411032
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;9;225.67601776123047;0.9687681198120117;16.39663605199894;137241;7822755
timestamped_insert;big;q_perf;simple_query;retrieve_history_data;10;225.6798858642578;0.9687681198120117;17.4065006999881;137241;8234478
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;1;305.8457279205322;0.10131072998046875;13.018128433002857;137305;4528971
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;2;303.5485010147095;0.10131072998046875;13.047224337991793;137305;4940694
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;3;303.5428524017334;0.10131072998046875;15.039574623020599;137305;5352417
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;4;304.39533138275146;0.10131072998046875;17.586919661000138;137305;5764140
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;5;304.39762592315674;0.10131072998046875;19.779304569005035;137305;6175863
