write_operation;dataset_size;versioning_mode;query_type;procedure_to_evaluate;Increment;Memory_in_MB;Time_in_Seconds;Memory_in_MB_instances
timestamped_update;big;q_perf;simple_query;retrieve_live_data;2;9.346986770629883;0.06024581600104284;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;3;9.346986770629883;0.05672872700051812;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;4;9.346986770629883;0.061329541000304744;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;5;9.346986770629883;0.05843931699928362;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;6;9.346986770629883;0.06295461899935617;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;7;9.346986770629883;0.0603110909996758;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;8;9.346986770629883;0.06450627300000633;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;9;9.346986770629883;0.07687182799963921;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_live_data;10;9.346986770629883;0.06462194899904716;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;1;9.346986770629883;0.09264534899921273;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;2;9.346986770629883;0.0605654399987543;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;3;9.346986770629883;0.1421050049993937;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;4;9.346986770629883;0.06103209299908485;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;5;9.346986770629883;0.06292310500066378;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;6;9.346986770629883;0.057696988000316196;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;7;9.346986770629883;0.06496810899989214;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;8;9.346986770629883;0.21566876500037324;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;9;9.346986770629883;0.0777161950009031;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_live_data;10;9.346986770629883;0.06601902900001733;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;1;9.346986770629883;0.24343543999930262;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;2;9.346986770629883;0.2157682899996871;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;3;9.346986770629883;0.2157652030000463;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;4;9.346986770629883;0.2212613780011452;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;5;9.346986770629883;0.23674487999960547;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;6;9.346986770629883;0.24091747700003907;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;7;9.346986770629883;0.23073167700022168;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;8;9.346986770629883;0.23934184800054936;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;9;9.346986770629883;0.2406661200002418;9.346986770629883
timestamped_update;big;q_perf;complex_query;retrieve_history_data;10;9.346986770629883;0.25277677299891366;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;1;9.346986770629883;0.2627149220006686;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;2;9.346986770629883;0.22260891900077695;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;3;9.346986770629883;0.22060868600055983;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;4;9.346986770629883;0.20694982199893275;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;5;9.346986770629883;0.5359880679989146;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;6;9.346986770629883;0.208335203000388;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;7;9.346986770629883;0.24060744999951567;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;8;9.346986770629883;0.24294011299934937;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;9;9.346986770629883;0.23622893300125725;9.346986770629883
timestamped_update;big;mem_sav;complex_query;retrieve_history_data;10;9.346986770629883;0.23108366999986174;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;1;9.346986770629883;0.07200614899920765;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;2;9.346986770629883;0.06259711299935589;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;3;9.346986770629883;0.07384232100048393;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;4;9.346986770629883;0.07383189400025003;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;5;9.346986770629883;0.059722302001318894;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;6;9.346986770629883;0.09031732699986605;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;7;9.346986770629883;0.053869974000917864;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;8;9.346986770629883;0.05757799000093655;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;9;9.346986770629883;0.08134471900120843;9.346986770629883
timestamped_update;big;q_perf;simple_query;retrieve_history_data;10;9.346986770629883;0.061652697000681655;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;1;9.346986770629883;0.11817721099941991;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;2;9.346986770629883;0.06337145099860209;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;3;9.346986770629883;0.05303111300054297;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;4;9.346986770629883;0.06529674399826035;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;5;9.346986770629883;0.07033041700015019;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;6;9.346986770629883;0.08305534600003739;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;7;9.346986770629883;0.10565977999976894;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;8;9.346986770629883;0.0631073499989725;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;9;9.346986770629883;0.055114341999797034;9.346986770629883
timestamped_update;big;mem_sav;simple_query;retrieve_history_data;10;9.346986770629883;0.06485600599989993;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;1;9.346986770629883;0.535622625000542;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;2;9.346986770629883;0.6949574359987309;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;3;9.346986770629883;0.48055646100146987;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;4;9.346986770629883;0.4652872540009412;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;5;9.346986770629883;0.4638993480002682;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;6;9.346986770629883;0.46360182799980976;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;7;9.346986770629883;0.43052626499957114;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;8;9.346986770629883;0.4325581550001516;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;9;9.346986770629883;0.43237750899970706;9.346986770629883
timestamped_insert;big;q_perf;complex_query;re-cite_query;10;9.346986770629883;0.4290716249997786;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;1;9.346986770629883;0.5518555800008471;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;2;9.346986770629883;0.8182423620000918;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;3;9.346986770629883;0.508019773000342;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;4;9.346986770629883;0.9440695009998308;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;5;9.346986770629883;0.49030802400011453;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;6;9.362518310546875;0.4862328869985504;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;7;9.362518310546875;0.45605102999979863;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;8;9.362518310546875;0.4504980469992006;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;9;9.362518310546875;0.4460433259991987;9.346986770629883
timestamped_insert;big;mem_sav;complex_query;re-cite_query;10;9.362518310546875;0.47024567399967054;9.346986770629883
timestamped_insert;big;q_perf;simple_query;re-cite_query;1;9.362518310546875;0.15853486900050484;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;2;9.362518310546875;0.1458499309992476;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;3;9.362518310546875;0.13338865300102043;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;4;9.362518310546875;0.1127987319996464;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;5;9.362518310546875;0.14665228300145827;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;6;9.362518310546875;0.11598809600036475;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;7;9.362518310546875;0.12525320500026282;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;8;9.362518310546875;0.13307839300068736;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;9;9.362518310546875;0.12370475099851319;9.362518310546875
timestamped_insert;big;q_perf;simple_query;re-cite_query;10;9.362518310546875;0.11896651099959854;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;1;9.362518310546875;0.1928149300001678;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;2;9.362518310546875;0.14831900100034545;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;3;9.362518310546875;0.1304440509993583;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;4;9.362518310546875;0.1508425049996731;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;5;9.362518310546875;0.20983834999969986;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;6;9.362518310546875;0.1409131090003939;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;7;9.362518310546875;0.1472632570003043;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;8;9.362518310546875;0.14232281500153476;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;9;9.362518310546875;0.16081893299997319;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;re-cite_query;10;9.362518310546875;0.14123288400151068;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;1;9.362518310546875;0.5512436330009223;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;2;9.362518310546875;0.4374633419993188;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;3;9.362518310546875;0.531665565998992;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;4;9.362518310546875;0.6910650070003612;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;5;9.362518310546875;0.4843721680008457;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;6;9.362518310546875;0.5542759660002048;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;7;9.362518310546875;0.41886099800103693;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;8;9.362518310546875;0.4225230560005002;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;9;9.362518310546875;0.4380846189997101;9.362518310546875
timestamped_insert;big;q_perf;complex_query;cite_query;10;9.362518310546875;0.4244495669991011;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;1;9.362518310546875;0.5464617689995066;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;2;9.362518310546875;0.4855815619994246;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;3;9.362518310546875;1.8841616200006683;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;4;9.362518310546875;0.4773754159996315;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;5;9.362518310546875;1.5488227580008243;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;6;9.362518310546875;0.484555958000783;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;7;9.362518310546875;0.443974371000877;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;8;9.362518310546875;0.4396311480013537;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;9;9.362518310546875;0.4499927110009594;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;cite_query;10;9.362518310546875;0.4496199750010419;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;1;9.362518310546875;0.17565698200087354;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;2;9.362518310546875;0.12449648300025729;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;3;9.362518310546875;0.3696869949999382;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;4;9.362518310546875;0.14311497700145992;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;5;9.362518310546875;0.14489101199978904;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;6;9.362518310546875;0.13939587800086883;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;7;9.362518310546875;0.1243222790017171;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;8;9.362518310546875;0.1308571440004016;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;9;9.362518310546875;0.12788639900099952;9.362518310546875
timestamped_insert;big;q_perf;simple_query;cite_query;10;9.362518310546875;0.1336676049995731;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;1;9.362518310546875;0.19026367500009655;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;2;9.362518310546875;0.14231259799998952;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;3;9.362518310546875;0.14172155800042674;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;4;9.362518310546875;0.18515850500079978;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;5;9.362518310546875;0.2768730820007477;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;6;9.362518310546875;0.13865022199934174;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;7;9.362518310546875;0.14703936099977;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;8;9.362518310546875;0.20444229500026267;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;9;9.362518310546875;0.1530954110003222;9.362518310546875
timestamped_insert;big;mem_sav;simple_query;cite_query;10;9.362518310546875;0.14809361299921875;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;1;9.362518310546875;0.2871124419980333;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;2;9.362518310546875;0.26792026099792565;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;3;9.362518310546875;0.20560910399944987;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;4;9.362518310546875;0.20875310499832267;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;5;9.362518310546875;0.20987624299959862;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;6;9.362518310546875;0.30838576200039824;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;7;9.362518310546875;0.21273476799979107;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;8;9.362518310546875;0.20741242099757073;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;9;9.362518310546875;0.20631194500310812;9.362518310546875
timestamped_insert;big;q_perf;complex_query;retrieve_live_data;10;9.362518310546875;0.2083321559985052;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;retrieve_live_data;1;9.362518310546875;0.24988615799884428;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;retrieve_live_data;2;9.362518310546875;0.4051879190010368;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;retrieve_live_data;3;9.362518310546875;0.4187785159992927;9.362518310546875
timestamped_insert;big;mem_sav;complex_query;retrieve_live_data;4;9.362518310546875;0.3268437190017721;9.362518310546875
